0.877 0.098 0.301 0.279   -1.0
0.952 0.637 0.794 0.743   -1.0*
0.599 0.778 0.548 0.177   1.0
0.045 0.552 0.048 0.250   -1.0
0.095 0.753 0.520 0.737   1.0
0.098 0.190 0.108 0.043   -1.0
0.908 0.531 0.064 0.857   1.0
0.325 0.423 0.388 0.106   -1.0
0.404 0.589 0.359 0.249   1.0*
0.207 0.185 0.020 0.059   -1.0
0.443 0.043 0.772 0.217   -1.0
0.997 0.145 0.253 0.691   1.0
0.125 0.910 0.619 0.776   1.0
0.908 0.511 0.009 0.407   -1.0
0.206 0.374 0.801 0.431   -1.0
0.314 0.153 0.251 0.924   -1.0
0.422 0.615 0.919 0.018   -1.0
0.996 0.298 0.659 0.928   1.0
0.919 0.862 0.114 0.186   1.0
0.317 0.307 0.358 0.731   -1.0
0.369 0.138 0.499 0.124   -1.0
0.074 0.601 0.715 0.141   -1.0
0.385 0.180 0.955 0.462   1.0*
0.053 0.865 0.106 0.080   -1.0
0.479 0.973 0.268 0.695   1.0
0.814 0.238 0.713 0.989   1.0
0.387 0.750 0.236 0.483   -1.0
0.423 0.554 0.505 0.871   1.0
0.990 0.950 0.605 0.480   1.0
0.502 0.791 0.084 0.135   -1.0
0.676 0.913 0.651 0.516   1.0
0.579 0.022 0.816 0.222   -1.0
0.682 0.906 0.972 0.680   -1.0*
0.008 0.320 0.148 0.616   -1.0
0.068 0.767 0.790 0.651   1.0
0.262 0.439 0.857 0.178   -1.0
0.508 0.913 0.851 0.261   1.0
0.842 0.810 0.897 0.122   1.0
0.176 0.077 0.027 0.247   -1.0
0.990 0.547 0.993 0.377   1.0
0.825 0.722 0.037 0.180   -1.0
0.462 0.885 0.973 0.674   1.0
0.829 0.161 0.491 0.174   -1.0
0.518 0.926 0.457 0.697   1.0
0.494 0.573 0.840 0.939   1.0
0.473 0.823 0.757 0.002   1.0
0.686 0.167 0.861 0.516   1.0
0.453 0.763 0.172 0.428   -1.0
0.645 0.029 0.191 0.359   -1.0
0.891 0.399 0.953 0.391   1.0
0.092 0.635 0.306 0.905   -1.0
0.445 0.901 0.718 0.985   1.0
0.382 0.001 0.217 0.997   -1.0
0.115 0.591 0.607 0.275   -1.0
0.696 0.759 0.324 0.120   -1.0
0.859 0.459 0.612 0.710   -1.0*
0.200 0.598 0.296 0.100   -1.0
0.770 0.675 0.934 0.369   1.0
0.872 0.248 0.770 0.119   1.0
0.324 0.794 0.540 0.775   1.0
0.414 0.978 0.134 0.508   1.0
0.073 0.752 0.878 0.612   1.0
0.471 0.209 0.862 0.164   -1.0
0.084 0.085 0.722 0.734   -1.0
0.369 0.851 0.884 0.407   1.0
0.885 0.219 0.807 0.709   1.0
0.932 0.929 0.429 0.183   1.0
0.540 0.336 0.042 0.754   -1.0
0.706 0.785 0.854 0.347   1.0
0.096 0.237 0.251 0.546   -1.0
0.283 0.993 0.200 0.043   -1.0
0.892 0.062 0.113 0.033   -1.0
0.487 0.977 0.816 0.421   1.0
0.508 0.706 0.083 0.267   -1.0
0.073 0.623 0.404 0.863   -1.0
0.297 0.441 0.932 0.480   1.0
0.437 0.639 0.469 0.020   -1.0
0.866 0.800 0.058 0.288   1.0
0.753 0.656 0.466 0.060   1.0*
0.445 0.230 0.272 0.135   -1.0
0.097 0.668 0.066 0.064   -1.0
0.196 0.574 0.108 0.032   -1.0
0.544 0.060 0.083 0.245   -1.0
0.945 0.203 0.488 0.413   1.0
0.167 0.737 0.752 0.120   -1.0
0.110 0.683 0.302 0.667   -1.0
0.325 0.400 0.451 0.661   -1.0
0.455 0.410 0.863 0.660   -1.0*
0.824 0.482 0.635 0.309   1.0
0.221 0.750 0.886 0.628   1.0
0.571 0.153 0.941 0.288   -1.0
0.937 0.030 0.178 0.079   1.0*
0.280 0.932 0.127 0.412   -1.0
0.342 0.397 0.295 0.199   -1.0
0.865 0.288 0.984 0.300   1.0
0.953 0.099 0.652 0.546   1.0
0.388 0.834 0.582 0.077   -1.0
0.615 0.494 0.545 0.946   1.0
0.027 0.011 0.475 0.000   -1.0
0.413 0.898 0.895 0.350   1.0
0.548 0.040 0.766 0.538   -1.0
0.223 0.633 0.933 0.276   1.0
0.382 0.078 0.438 0.926   -1.0
0.677 0.281 0.061 0.391   -1.0
0.724 0.605 0.186 0.751   1.0
0.853 0.376 0.413 0.898   1.0
0.208 0.592 0.276 0.239   -1.0
0.407 0.725 0.821 0.858   1.0
0.822 0.757 0.813 0.349   1.0
0.552 0.300 0.591 0.484   -1.0
0.877 0.679 0.356 0.097   -1.0*
0.099 0.375 0.341 0.931   -1.0
0.241 0.385 0.231 0.327   -1.0
0.147 0.371 0.726 0.292   -1.0
0.748 0.963 0.219 0.135   1.0
0.676 0.882 0.912 0.529   1.0
0.851 0.217 0.733 0.864   1.0
0.874 0.682 0.640 0.045   1.0
0.314 0.230 0.209 0.720   -1.0
0.067 0.296 0.374 0.636   -1.0
0.200 0.332 0.416 0.180   1.0*
0.375 0.081 0.961 0.840   1.0
0.655 0.203 0.777 0.147   -1.0
0.162 0.815 0.018 0.244   -1.0
0.221 0.164 0.782 0.849   1.0
0.725 0.724 0.589 0.380   1.0
0.720 0.815 0.272 0.411   1.0
0.072 0.650 0.096 0.431   -1.0
0.219 0.663 0.892 0.458   1.0
0.634 0.083 0.795 0.286   -1.0
0.467 0.917 0.465 0.734   1.0
0.070 0.806 0.615 0.622   1.0
0.425 0.754 0.605 0.028   -1.0
0.492 0.442 0.863 0.804   1.0
0.404 0.787 0.628 0.485   1.0
0.147 0.049 0.554 0.545   -1.0
0.897 0.767 0.918 0.103   1.0
0.409 0.406 0.682 0.657   1.0
0.542 0.384 0.406 0.658   -1.0
0.574 0.844 0.173 0.932   1.0
0.047 0.980 0.960 0.911   1.0
0.900 0.461 0.189 0.341   -1.0
0.310 0.728 0.299 0.568   -1.0
0.382 0.550 0.573 0.483   -1.0
0.574 0.942 0.651 0.496   1.0
0.382 0.120 0.066 0.645   -1.0
0.462 0.324 0.020 0.909   -1.0
0.157 0.636 0.141 0.128   -1.0
0.089 0.724 0.567 0.252   -1.0
0.129 0.670 0.618 0.666   1.0
0.485 0.032 0.499 0.840   -1.0
0.073 0.227 0.066 0.125   -1.0
0.208 0.760 0.051 0.725   -1.0
0.851 0.069 0.207 0.113   -1.0
0.575 0.294 0.844 0.256   -1.0
0.556 0.731 0.561 0.009   -1.0
0.402 0.431 0.076 0.133   -1.0
