0.245 0.668 0.311 0.330   -1.0
0.495 0.942 0.973 0.745   1.0
0.352 0.791 0.948 0.418   1.0
0.613 0.583 0.095 0.158   -1.0
0.828 0.162 0.547 0.125   -1.0
0.496 0.014 0.850 0.887   1.0
0.134 0.902 0.825 0.389   1.0
0.560 0.351 0.109 0.738   -1.0
0.659 0.577 0.937 0.995   1.0
0.375 0.255 0.587 0.012   1.0*
0.502 0.057 0.326 0.753   -1.0
0.197 0.819 0.734 0.250   1.0
0.201 0.681 0.199 0.207   -1.0
0.736 0.793 0.485 0.651   1.0
0.696 0.105 0.699 0.888   1.0
0.563 0.148 0.179 0.505   -1.0
0.977 0.790 0.230 0.044   1.0
0.059 0.571 0.067 0.685   -1.0
0.250 0.798 0.109 0.521   -1.0
0.675 0.805 0.960 0.702   1.0
0.807 0.678 0.495 0.239   1.0
0.776 0.247 0.994 0.716   1.0
0.554 0.740 0.929 0.477   1.0
0.541 0.683 0.161 0.781   -1.0*
0.170 0.129 0.508 0.171   -1.0
0.393 0.955 0.423 0.111   -1.0
0.547 0.926 0.247 0.797   1.0
0.404 0.471 0.966 0.962   1.0
0.331 0.157 0.278 0.150   -1.0
0.192 0.312 0.589 0.395   -1.0
0.455 0.155 0.734 0.736   1.0
0.032 0.916 0.480 0.391   -1.0
0.411 0.440 0.145 0.523   -1.0
0.548 0.609 0.880 0.125   1.0
0.970 0.110 0.551 0.695   1.0
0.318 0.146 0.387 0.297   -1.0
0.040 0.985 0.910 0.931   1.0
0.387 0.557 0.209 0.931   1.0
0.792 0.371 0.422 0.601   1.0
0.977 0.710 0.467 0.561   -1.0*
0.750 0.563 0.654 0.453   1.0
0.814 0.520 0.939 0.847   1.0
0.923 0.151 0.560 0.776   1.0
0.618 0.477 0.511 0.117   -1.0
0.777 0.938 0.170 0.956   1.0
0.448 0.636 0.156 0.616   -1.0
0.629 0.031 0.572 0.828   1.0
0.978 0.074 0.647 0.066   -1.0
0.413 0.432 0.396 0.403   -1.0
0.501 0.722 0.574 0.110   -1.0
0.476 0.486 0.028 0.581   -1.0
0.591 0.988 0.637 0.940   1.0
0.573 0.851 0.771 0.421   1.0
0.110 0.378 0.842 0.526   -1.0
0.342 0.463 0.828 0.595   1.0
0.678 0.025 0.147 0.997   -1.0
0.730 0.297 0.908 0.900   1.0
0.982 0.198 0.546 0.511   1.0
0.818 0.819 0.036 0.291   -1.0
0.547 0.248 0.543 0.968   1.0
0.881 0.910 0.502 0.909   -1.0*
0.859 0.487 0.674 0.883   1.0
0.891 0.872 0.329 0.223   1.0
0.261 0.074 0.232 0.157   -1.0
0.685 0.068 0.864 0.696   1.0
0.849 0.396 0.844 0.085   1.0
0.339 0.873 0.730 0.518   1.0
0.889 0.676 0.084 0.297   -1.0
0.446 0.060 0.004 0.085   -1.0
0.151 0.878 0.054 0.049   -1.0
0.712 0.657 0.759 0.027   1.0
0.085 0.343 0.965 0.079   -1.0
0.091 0.794 0.655 0.011   -1.0
0.198 0.373 0.254 0.608   -1.0
0.338 0.270 0.687 0.209   -1.0
0.305 0.967 0.914 0.747   1.0
0.789 0.539 0.158 0.510   -1.0
0.762 0.630 0.509 0.132   1.0
0.236 0.850 0.021 0.283   -1.0
0.430 0.299 0.991 0.674   1.0
0.391 0.257 0.596 0.919   -1.0*
0.041 0.566 0.045 0.521   -1.0
0.356 0.534 0.900 0.681   1.0
0.079 0.141 0.335 0.322   -1.0
0.320 0.541 0.108 0.583   -1.0
0.262 0.574 0.945 0.231   1.0
0.040 0.686 0.540 0.329   -1.0
0.387 0.122 0.451 0.496   -1.0
0.087 0.695 0.760 0.848   1.0
0.840 0.186 0.791 0.481   1.0
0.130 0.220 0.395 0.788   -1.0
0.540 0.221 0.271 0.289   -1.0
0.080 0.996 0.906 0.609   1.0
0.609 0.494 0.026 0.295   -1.0
0.607 0.294 0.188 0.790   -1.0
0.849 0.690 0.012 0.639   1.0
0.785 0.649 0.430 0.213   1.0
0.169 0.237 0.312 0.539   -1.0
0.179 0.170 0.466 0.197   -1.0
0.623 0.531 0.362 0.887   1.0
